Stock Number,Name,Brand,Collection,Department,Item Type,Styles,Gender,Materials,Description,Image 1,Details,Availability,Price Notes,Price,Width,Fit,Settings,Total Carat Weight,xItem Sub Type
"RG7601WDA","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","44RD DI 1PS AMET D=.17 A=3.10","https://bassalijewelry.com/images/items/RG7601WDA.jpg","","1","","660","","","","","Centerstone"
"RG7637WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","54RD=.39 38RD/SAPH S=1.04 18K","https://bassalijewelry.com/images/items/RG7637WDS.jpg","","1","","4140","","","","","Band"
"RG7657DSQ","","Bassali Jewelry","","Fashion","Ring","","M","18K Yellow Gold","59RD DI 1OV SQTZ D=.19 S=19.87","https://bassalijewelry.com/images/items/RG7657DSQ.jpg","","1","","2400","","","","","Centerstone"
"RG7661KDOG","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","32RD=.19 5OP4GN G=3.36","https://bassalijewelry.com/images/items/RG7661KDOG.jpg","","1","","2400","","","","","Fashion"
"RG7685KDCH","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","78RD DI 337CHDI  DI.25 CH=3.07","https://bassalijewelry.com/images/items/RG7685KDCH.jpg","","1","","10560","","","","","Fashion"
"RG7828ZD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","20RD DI D=.35             14K","https://bassalijewelry.com/images/items/RG7828ZD.jpg","","2","","3300","","","","","Fashion"
"RG7829WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","22RD=.38","https://bassalijewelry.com/images/items/RG7829WD.jpg","","1","","2250","","","","","Fashion"
"RG7926DBDCH","","Bassali Jewelry","","Fashion","Ring","","M","18K Yellow Gold","67DI=.34 137BD=3.29 86CH=.91","https://bassalijewelry.com/images/items/RG7926DBDCH.jpg","","1","","10560","","","","","Fashion"
"RG7988DBSQ","","Bassali Jewelry","","Fashion","Ring","","M","18K Yellow Gold","50DI=.17 30BD=.17    1SQ=43.00","https://bassalijewelry.com/images/items/RG7988DBSQ.jpg","","1","","3300","","","","","Centerstone"
"RG7992DC","","Bassali Jewelry","","Fashion","Ring","","M","18K Yellow Gold","39RD DI 1RD CITR D=.12 C=5.32","https://bassalijewelry.com/images/items/RG7992DC.jpg","","1","","1800","","","","","Centerstone"
"RG8018WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","91RD=1.32 18K","https://bassalijewelry.com/images/items/RG8018WD.jpg","","1","","5850","","","","","Fashion"
"RG8048DSQ","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","10DI=.14 30CT=.36   1SQTZ=7.58","https://bassalijewelry.com/images/items/RG8048DSQ.jpg","","1","","1500","","","","","Centerstone"
"RG8052DGA","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","32RD DI 1CC GAME D=.19 GA=3.96","https://bassalijewelry.com/images/items/RG8052DG.jpg","","1","","1200","","","","","Centerstone"
"RG8055DGA","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","20RD DI 1CC GAME D=.08 GA=10.6","https://bassalijewelry.com/images/items/RG8055DGA.jpg","","1","","1500","","","","","Centerstone"
"RG8061WDQ","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","24RD DI 1TR AQUA D=.33 AQ=1.54","https://bassalijewelry.com/images/items/RG8061WDQ.jpg","","1","","1860","","","","","Centerstone"
"RG8064DMQ","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","1RD=.01 8EC/MQTZ MQ=14.40 14K","https://bassalijewelry.com/images/items/RG8064DMQ.jpg","","1","","2250","","","","","Fashion"
"RG8087WDS","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","44RD DI 1OV14RD SAP  D.28 S.75","https://bassalijewelry.com/images/items/RG8087WDS.jpg","","1","","2430","","","","","Centerstone"
"RG8153KDCH","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","69RD=.60 178RD/CHDI CH=3.5","https://bassalijewelry.com/images/items/RG8153KDCH.jpg","","1","","12300","","","","","Fashion"
"RG8200KDBD","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","232RD DI 77RD BKDI D.70 BD=1.7","https://bassalijewelry.com/images/items/RG8200KDBD.jpg","","1","","8250","","","","","Fashion"
"RG8206KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","24RD=.31 14K","https://bassalijewelry.com/images/items/RG8206KD.jpg","","1","","2850","","","","","Fashion"
"RG8206XD","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","24RD=.31 14KY/W","https://bassalijewelry.com/images/items/RG8206XD.jpg","","2","","2850","","","","","Fashion"
"RG8254KDA","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","2BG38RD=.33 1EC/RAME RA=2.72 14K","https://bassalijewelry.com/images/items/RG8254KDA.jpg","","3","","2550","","","","","Centerstone"
"RG8254KDMO","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","2BG38RD=.33 1EC/MORG MO=3.06 14K","https://bassalijewelry.com/images/items/RG8254KDMO.jpg","","1","","4050","","","","","Centerstone"
"RG8254WDQ","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","2BG38RD=.33 1EC/AQUA AQ=2.72 14K","https://bassalijewelry.com/images/items/RG8254WDQ.jpg","","1","","3360","","","","","Centerstone"
"RG8356WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","4PC22RD PD=.39 RD=.64","https://bassalijewelry.com/images/items/RG8356WD.jpg","","1","","5190","","","","","Cluster"
"RG8383WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","193RD DI D=.99        18K","https://bassalijewelry.com/images/items/RG8383WD.jpg","","1","","3780","","","","","Fashion"
"RG8482WDSQ","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","24RD=.10 1CC/SQTZ SQ=2.20 14K","https://bassalijewelry.com/images/items/RG8482WDSQ.jpg","","1","","840","","","","","Centerstone"
"RG8520WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","51RD DI D=.99       18K","https://bassalijewelry.com/images/items/RG8520WD.jpg","","1","","3960","","","","","Cluster"
"RG8557WDCH","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","93RD DI 76RD CHDI D.50 CH=1.53","https://bassalijewelry.com/images/items/RG8557WDCH.jpg","","1","","5250","","","","","Fashion"
"RG8560WDCH","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","75RD DI 104RD CHDI D.38 C=1.86","https://bassalijewelry.com/images/items/RG8560WDCH.jpg","","1","","5100","","","","","Fashion"
"RG8567KDBD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","75RD=.21 31RD/BKDI BD=.30 14K","https://bassalijewelry.com/images/items/RG8567KDBD.jpg","","1","","1800","","","","","Fashion"
"RG8579WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","180RD=.44 18K","https://bassalijewelry.com/images/items/RG8579WD.jpg","","2","","3810","","","","","Fashion"
"RG8591KDBDCH","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Rose Gold","30RD=.22 42BD=.32 53CH=.41","https://bassalijewelry.com/images/items/RG8591KDBDCH.jpg","","1","","3510","","","","","Band"
"RG8592WDCH","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","183RD=.46 9CHDI CH=.50","https://bassalijewelry.com/images/items/RG8592WDCH.jpg","","1","","5100","","","","","Fashion"
"RG8593DCHSQ","","Bassali Jewelry","","Fashion","Ring","","M","18K Yellow Gold","36RD.15 106CH=1.54     SQ=9.10","https://bassalijewelry.com/images/items/RG8593DCHSQ.jpg","","1","","5940","","","","","Centerstone"
"RG8593KDBDRQ","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","36RD.15 106BD=1.74     SQ=5.07","https://bassalijewelry.com/images/items/RG8593KDBDRQ.jpg","","1","","5100","","","","","Centerstone"
"RG8597KDCHWA","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","182RD DI 72RD CHDI D.39 CH=1.1","https://bassalijewelry.com/images/items/RG8597KDCHWA.jpg","","1","","6600","","","","","Fashion"
"RG8617/RQ","","Bassali Jewelry","","Fashion","Ring","","M"," Yellow Gold","1EC/RQTZ RQ=27.00","https://bassalijewelry.com/images/items/RG8617RQ.jpg","","1","","2040","","","","","Fashion"
"RG8619DSQ","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","28CHRD=.28 1CC/SQTZ SQ=5.10 14K","https://bassalijewelry.com/images/items/RG8619DC.jpg","","1","","1620","","","","","Centerstone"
"RG8649WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","39RD DI D=.84       18K","https://bassalijewelry.com/images/items/RG8649WD.jpg","","1","","3360","","","","","Cluster"
"RG8676WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","1PC=.07 72RD=.81","https://bassalijewelry.com/images/items/RG8676WD.jpg","","1","","4440","","","","","Cluster"
"RG8679WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","209RD DI D-1.42            18K","https://bassalijewelry.com/images/items/RG8679WD.jpg","","1","","3900","","","","","Fashion"
"RG8680WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","243RD=1.10 18K","https://bassalijewelry.com/images/items/RG8680WD.jpg","","1","","4620","","","","","Fashion"
"RG8694KD","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","247RD3.44 18K","https://bassalijewelry.com/images/items/RG8694KD.jpg","","1","","11460","","","","","Fashion"
"RG8716KDSTQ","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","67RD=.25 1SC/STQZ STQ=19.64 18K","https://bassalijewelry.com/images/items/RG8716KDSTQ.jpg","","1","","3600","","","","","Fashion"
"RG8717WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","20RD=.04 1OV8RD/SA S=1.70","https://bassalijewelry.com/images/items/RG8717WS.jpg","","1","","2400","","","","","Band"
"RG8738WDSB","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","379RD=1.15 24SA=2.22 1BT=26.15","https://bassalijewelry.com/images/items/RG8738WDSB.jpg","","1","","10050","","","","","Centerstone"
"RG8743WDO","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","84RD DI D=.32         18K","https://bassalijewelry.com/images/items/RG8743WDO.jpg","","1","","4500","","","","","Fashion"
"RG8769WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","93RD=1.81 18K","https://bassalijewelry.com/images/items/RG8769WD.jpg","","1","","7020","","","","","Fashion"
"RG8842WDS","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","114RD=.37 39RD/SAPH S=1.82","https://bassalijewelry.com/images/items/RG8842WDS.jpg","","2","","3540","","","","","Fashion"
"RG8870WDYD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","98RD DI 1PC YLDI D=.57 YD=.66","https://bassalijewelry.com/images/items/RG8870WY.jpg","","1","","9600","","","","","Fashion"
"RG8880WDB","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","30RD=.18 1CC/BTOP BT=2.80 14K","https://bassalijewelry.com/images/items/RG8880WQ.jpg","","2","","1440","","","","","Centerstone"
"RG8880WDG","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","30RD=.18 1CC/GARN G=2.60 14K","https://bassalijewelry.com/images/items/RG8880WDG.jpg","","1","","1440","","","","","Centerstone"
"RG8880WDSQ","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","30RD=.18 1CC/SQTZ SQ=2.20 14K","https://bassalijewelry.com/images/items/RG8880WDSQ.jpg","","1","","1380","","","","","Centerstone"
"RG8900WDB","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","64RD DI 1CC BTOP D=.20 BT=20.45","https://bassalijewelry.com/images/items/RG8900WDB.jpg","","1","","2700","","","","","Centerstone"
"RG8908KDR","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","39RD=.27 1SC/RUBY R=11.47 18K","https://bassalijewelry.com/images/items/RG8908KDR.jpg","","1","","2700","","","","","Centerstone"
"RG8908WDGAG","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","39RD=.27 1GRAG=12.20 14K","https://bassalijewelry.com/images/items/RG8908WDGAG.jpg","","1","","2100","","","","","Centerstone"
"RG8919DCHBD","","Bassali Jewelry","","Fashion","Ring","","M","18K Yellow Gold","91RD=.29 20CHDI=.90 97BKDI=1.51 18K","https://bassalijewelry.com/images/items/RG8919DCHBD.jpg","","1","","9000","","","","","Fashion"
"RG8925KDRPS","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","8RD=.20 50RU=1.25 18PS=.55 18K","https://bassalijewelry.com/images/items/RG8925KDRPS.jpg","","1","","4560","","","","","Fashion"
"RG8947WDSTQ","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","56RD=.26 120SA=.86 1TQ=10.36","https://bassalijewelry.com/images/items/RG8947WDSTQ.jpg","","1","","2880","","","","","Fashion"
"RG8957WDSE","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","82RD=.55 10OVSA S=3.78 3OV/EMER E=.98 18K","https://bassalijewelry.com/images/items/RG8957WDSE.jpg","","1","","14340","","","","","Fashion"
"RG8986DGA","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","20RD=.08 1CC/GAME GA=3.97 14K","https://bassalijewelry.com/images/items/RG8986DGA.jpg","","1","","1080","","","","","Centerstone"
"RG8989MQ","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","9AS/MQTZ MQ=29.92 14K","https://bassalijewelry.com/images/items/RG8989MQ.jpg","","1","","2400","","","","","Fashion"
"RG8991SQRA","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","1SQ=9.00 4RAME=5.96 14K","https://bassalijewelry.com/images/items/RG8991SQRA.jpg","","1","","1740","","","","","Fashion"
"RG9034WDGA","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","24RD=.10 1CC/GAME GA=11.00","https://bassalijewelry.com/images/items/RG9034WDGA.jpg","","1","","1740","","","","","Centerstone"
"RG9052WDCE","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","60RD=.24 1RD/CAEY CE=30.00 18K","https://bassalijewelry.com/images/items/RG9052WDCE.jpg","","1","","5220","","","","","Centerstone"
"RG9080KDARA","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","54RD=.15 14RD/RAME 1CC/AMET RA=.51 AM=.60","https://bassalijewelry.com/images/items/RG9080KDARA.jpg","","1","","1200","","","","","Fashion"
"RG9080WDARA","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","54RD=.15 14RD/RAME 1CC/AMET RA=.51 AM=.60","https://bassalijewelry.com/images/items/RG9080WDARA.jpg","","1","","1200","","","","","Fashion"
"RG9106WDR","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","64RD=.37 3RD/RUBY R=.37 14KW","https://bassalijewelry.com/images/items/RG9106KDR.jpg","","1","","1740","","","","","Band"
"RG9107WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K White Gold","187RD=1.76 18K","https://bassalijewelry.com/images/items/RG9107WD.jpg","","1","","7050","","","","","Band"
"RG9122KD","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","94RD=.86 14KR","https://bassalijewelry.com/images/items/RG9122KD.jpg","","1","","4500","","","","","Fashion"
"RG9134WDS","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","56RD=.24 121RD/SAPH S=.80 18K","https://bassalijewelry.com/images/items/RG9134WDS.jpg","","1","","2700","","","","","Fashion"
"RG9135WDS","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","140RD=.77 31RD/SAPH S=.40 18K","https://bassalijewelry.com/images/items/RG9135WDS.jpg","","1","","4080","","","","","Fashion"
"RG9158KDMO","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","24RD=.14 1OV/MORG MG=5.55 18K","https://bassalijewelry.com/images/items/RG9158KDMO.jpg","","1","","2730","","","","","Centerstone"
"RG9174WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","25RD=.50 14K","https://bassalijewelry.com/images/items/RG9174WD.jpg","","1","","2010","","","","","Cluster"
"RG9204DSQ","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","51RD=.20 1SQ/YSL=14.60 18K","https://bassalijewelry.com/images/items/RG9204DSQ.jpg","","1","","1980","","","","","Fashion"
"RG9212KDOP","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","47RD=.16 1OP=19.40 18K","https://bassalijewelry.com/images/items/RG9212KDOP.jpg","","1","","2820","","","","","Fashion"
"RG9242KDG","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","40RD=.29 1CC/GARN G=1.60","https://bassalijewelry.com/images/items/RG9242KDG.jpg","","2","","1740","","","","","Centerstone"
"RG9242WDB","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","40RD=.29 1CC/BTOP B=1.07","https://bassalijewelry.com/images/items/RG9242WDB.jpg","","1","","1740","","","","","Centerstone"
"RG9242WDG","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","40RD=.29 1CC/GARN G=1.60","https://bassalijewelry.com/images/items/RG9242KDG.jpg","","1","","1740","","","","","Centerstone"
"RG9244KDLPSFSAM","","Bassali Jewelry","","Fashion","Ring","","M","18K Rose Gold","46RD=.13 1LP=11.90 10SA=.65 6FS=1.75 16AM=2.13","https://bassalijewelry.com/images/items/RG9244KDLPSFSAM.jpg","","1","","4500","","","","","Fashion"
"RG9245DSLPBT","","Bassali Jewelry","","Fashion","Ring","","M","18K Yellow Gold","46RD=.13 50SA=.50 1LP=7.05 10BT=1.07 18K","https://bassalijewelry.com/images/items/RG9245DSLPBT.jpg","","1","","3300","","","","","Fashion"
"RG9252WDYD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","90RD=.46 14RD/YLDI YD=.65 14K","https://bassalijewelry.com/images/items/RG9252WDYD.jpg","","1","","4200","","","","","Cluster"
"RG9262ZD","","Bassali Jewelry","","Fashion","Ring","","M","18K Two-tone","65RD=.42 18KW/Y/R","https://bassalijewelry.com/images/items/RG9262ZD.jpg","","1","","2580","","","","","Fashion"
"RG9263WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","31RD=.52 18K","https://bassalijewelry.com/images/items/RG9263WD (2).jpg","","1","","2880","","","","","Cluster"
"RG9264WD","","Bassali Jewelry","","Fashion","Ring","","M","18K White Gold","29RD=.36 18K","https://bassalijewelry.com/images/items/RG9264WD.jpg","","1","","2280","","","","","Cluster"
"RG9266D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Yellow Gold","64RD=.44 18K","https://bassalijewelry.com/images/items/RG9266D.jpg","","2","","1950","","","","","Band"
"RG9266KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Rose Gold","64RD=.44 18K","https://bassalijewelry.com/images/items/RG9266KD.jpg","","1","","1950","","","","","Band"
"RG9277XD","","Bassali Jewelry","","Fashion","Ring","","M","18K Two-tone","90RD=2.00 18KW/Y","https://bassalijewelry.com/images/items/RG9277XD.jpg","","1","","9000","","","","","Fashion"
"RG9277ZD","","Bassali Jewelry","","Fashion","Ring","","M","18K Two-tone","90RD=2.00 18KW/R","https://bassalijewelry.com/images/items/RG9277ZD.jpg","","1","","7800","","","","","Fashion"
"RG9279XD","","Bassali Jewelry","","Fashion","Ring","","M","18K Two-tone","84RD=.92 18KW/Y","https://bassalijewelry.com/images/items/RG9279XD1.jpg","","3","","4830","","","","","Fashion"
"RG9279ZD","","Bassali Jewelry","","Fashion","Ring","","M","18K Two-tone","84RD=.92 18KW/R","https://bassalijewelry.com/images/items/RG9279ZD.jpg","","2","","4830","","","","","Fashion"
"RG9280KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","18K Rose Gold","27RD=.41 18K","https://bassalijewelry.com/images/items/RG9280KD.jpg","","2","","1950","","","","","Band"
